"nr","cod_lmi","cod_lmi_jud","cod_lmi_nat","cod_lmi_grupa","cod_lmi_val","cod_lmi_num","SIRUTA_judet","judet","SIRUTA_UAT","rang","UAT","SIRUTA","localitate","denumire","latitudine_y","longitudine_x","cota","adresa","observatii_adresa","cod_postal","strada_nume","strada_numar","tip_patrimoniu","program_arhitectura","tip_monument","datare","fotografiat","existent","constructie_noua","stare_generala","observatii","observatii_cc"
904,"CJ-II-m-B-07418","CJ","II","m","B",7418,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.768756,23.584552,349,"Calea Moților 8",,400003,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XIX",,,,"Stare medie",,
905,"CJ-II-m-B-07419","CJ","II","m","B",7419,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.767747,23.582676,344,"Calea Moților 24",,400003,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1832,,,,"Stare medie",,
906,"CJ-II-m-B-07420","CJ","II","m","B",7420,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.767217,23.582275,344,"Calea Moților 27",,400001,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XIX",,,,"Stare medie",,
907,"CJ-II-m-B-07421","CJ","II","m","B",7421,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.767129,23.582118,344,"Calea Moților 29",,400001,,,"Patrimoniu domestic urban","Clădire administrativă (primărie, prefectură, guvern, minister ș.a.)",,"sec. XIX",,,,"Stare medie",,
908,"CJ-II-m-B-07422","CJ","II","m","B",7422,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casa în care a locuit Ilie Măcelaru",46.767254,23.581686,344,"Calea Moților 32",,400003,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XIX",,,,"Stare medie","Integrată în parterul unei clinici private.",
909,"CJ-II-m-B-07423","CJ","II","m","B",7423,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.76651,23.580022,344,"Calea Moților 54",,400370,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XIX",,,,"Stare medie",,
910,"CJ-II-m-B-07424","CJ","II","m","B",7424,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.765667,23.578582,346,"Calea Moților 69",,400370,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII",,,,"Stare medie",,
911,"CJ-II-m-B-07425","CJ","II","m","B",7425,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.765838,23.578099,345,"Calea Moților 70",,400370,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XIX",,,,"Stare medie",,
912,"CJ-II-m-B-07426","CJ","II","m","B",7426,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Liceu",46.765403,23.576733,345,"Calea Moților 82",,400370,,,"Patrimoniu reprezentativ","Clădire pentru învățământ",,1900,,,,"Stare medie",,
913,"CJ-II-m-B-07427","CJ","II","m","B",7427,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Biserica reformată",46.765076,23.575415,346,"Calea Moților 84",,400370,,,"Patrimoniu religios","Clădire de cult","Biserică",1913,,,,"Stare bună",,
914,"CJ-II-m-B-07428","CJ","II","m","B",7428,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.764677,23.574555,346,"Calea Moților 94",,400370,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII-XIX",,,,"Stare medie",,
915,"CJ-II-m-B-07429","CJ","II","m","B",7429,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.764148,23.573772,347,"Calea Moților 104",,400370,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII",,,,"Stare medie",,
916,"CJ-II-m-B-07430","CJ","II","m","B",7430,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.763633,23.573652,349,"Calea Moților 137",,400370,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII",,,,"Stare medie",,
917,"CJ-II-m-B-07431","CJ","II","m","B",7431,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.765864,23.601603,357,"Str. Mureșanu Andrei 15",,400071,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XX",,,,"Stare foarte bună",,
918,"CJ-II-m-B-07432","CJ","II","m","B",7432,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.766394,23.600614,357,"Str. Mureșanu Andrei 16",,400071,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1911,,,,"Stare bună",,
919,"CJ-II-m-B-07433","CJ","II","m","B",7433,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.7658,23.601033,359,"Str. Mureșanu Andrei 20",,400071,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1906,,,,"Stare bună",,
920,"CJ-II-m-B-07434","CJ","II","m","B",7434,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Palatul Mikes",46.771909,23.587193,346,"Piața Muzeului 4",,400019,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII",,,,"Stare medie","În curs de restaurare.",
921,"CJ-II-m-B-07435","CJ","II","m","B",7435,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.771834,23.58698,346,"Piața Muzeului 5",,400019,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVII - XX",,,,"Stare medie",,
922,"CJ-II-m-B-07436","CJ","II","m","B",7436,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Hotel ""Continental""",46.768526,23.589691,351,"Str. Napoca 1",,400088,,,"Patrimoniu reprezentativ","Clădire pentru turism",,1895,,,,"Stare medie",,
923,"CJ-II-m-B-07437","CJ","II","m","B",7437,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Palatul Bornemisza",46.768664,23.589377,350,"Str. Napoca 2-4 și Piața Unirii 9",,400009,,,"Patrimoniu reprezentativ","Clădire cu alte funcțiuni","Locuire civilă","sec. XV - XIX",,,,"Stare bună","Dublă înregistrare -v. CJ-II-m-B-07478",
924,"CJ-II-m-B-07438","CJ","II","m","B",7438,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.768369,23.589259,350,"Str. Napoca 3",,400088,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII-XIX",,,,"Stare medie",,
925,"CJ-II-m-B-07439","CJ","II","m","B",7439,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.768261,23.589067,350,"Str. Napoca 5",,400088,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII-XIX",,,,"Stare medie",,
934,"CJ-II-m-B-07440","CJ","II","m","B",7440,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.768369,23.588702,350,"Str. Napoca 68",,400009,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIIII",,,,"Stare medie","Str. Napoca 6.",
926,"CJ-II-m-B-07441","CJ","II","m","B",7441,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.768156,23.588905,350,"Str. Napoca 7",,400088,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XIX",,,,"Stare medie",,
927,"CJ-II-m-B-07442","CJ","II","m","B",7442,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.768086,23.588756,350,"Str. Napoca 9",,400088,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVI-XVIII",,,,"Stare medie",,
928,"CJ-II-m-B-07443","CJ","II","m","B",7443,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.767949,23.587768,350,"Str. Napoca 10",,400009,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XIX",,,,"Stare medie",,
929,"CJ-II-m-B-07444","CJ","II","m","B",7444,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Institutul de Istorie Națională",46.768024,23.588542,350,"Str. Napoca 11",,400088,,,"Patrimoniu reprezentativ","Clădire pentru învățământ",,"sec. XVIII-XIX",,,,"Stare bună",,
930,"CJ-II-m-B-07445","CJ","II","m","B",7445,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.767896,23.587611,350,"Str. Napoca 12",,400009,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1905,,,,"Stare medie",,
931,"CJ-II-m-B-07446","CJ","II","m","B",7446,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.767838,23.587488,350,"Str. Napoca 14",,400009,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII-XIX",,,,"Stare medie",,
932,"CJ-II-m-B-07447","CJ","II","m","B",7447,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.767823,23.588152,350,"Str. Napoca 15",,400088,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII",,,,"Stare bună",,
933,"CJ-II-m-B-07448","CJ","II","m","B",7448,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.767712,23.586957,350,"Str. Napoca 18",,400009,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII",,,,"Stare medie","Posibil se referă la Str. Samuil Micu nr. 12.",
935,"CJ-II-m-B-07449","CJ","II","m","B",7449,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.78116,23.599187,333,"Str. Paris 79",,400055,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1920,,,,"Stare foarte bună",,
936,"CJ-II-m-B-07450","CJ","II","m","B",7450,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Clinica medicală",46.761642,23.584847,391,"Str. Pasteur 1",,400349,,,"Patrimoniu reprezentativ","Clădire pentru sănătate",,1900,,,,"Stare bună",,
937,"CJ-II-m-B-07451","CJ","II","m","B",7451,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Institutul de Igienă",46.76237,23.583911,387,"Str. Pasteur 6",,400349,,,"Patrimoniu reprezentativ","Clădire pentru sănătate",,1900,,,,"Stare bună",,
939,"CJ-II-m-B-07452","CJ","II","m","B",7452,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.770829,23.587137,346,"Str. Petroșani 2",,400022,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVI - XIX",,,,"Stare bună","Str. Virgil Fulicea 2.",
943,"CJ-II-m-B-07453","CJ","II","m","B",7453,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.766785,23.587243,354,"Str. Republicii 7",,400015,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XX",,,,"Stare bună","În curs de restaurare.",
944,"CJ-II-m-B-07454","CJ","II","m","B",7454,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.762728,23.589368,390,"Str. Republicii 41",,400015,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XX",,,,"Stare foarte bună",,
946,"CJ-II-m-B-07456","CJ","II","m","B",7456,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.760212,23.590769,410,"Str. Republicii 68",,400489,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1930,,,,"Stare bună",,
947,"CJ-II-m-B-07457","CJ","II","m","B",7457,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.771018,23.587316,347,"Str. Roosevelt F.D. 2",,400021,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVI - XIX",,,,"Stare bună",,
949,"CJ-II-m-B-07459","CJ","II","m","B",7459,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.767655,23.586751,350,"Str. Șincai Gheorghe 17",,400004,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1907,,,,"Stare bună",,
950,"CJ-II-m-B-07460","CJ","II","m","B",7460,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Cazarma ""Sf. Gheorghe""",46.769372,23.599121,346,"Piața Ștefan cel Mare 3",,400133,,,"Patrimoniu reprezentativ","Clădiri cu caracter militar (fortificații, cetăți etc.)",,"1834 -1837",,,,"Stare bună",,
952,"CJ-II-m-B-07462","CJ","II","m","B",7462,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Teatrul Maghiar",46.772493,23.584014,341,"Aleea Tineretului",,400376,,,"Patrimoniu reprezentativ","Clădire cu alte funcțiuni",,"1912-1913",,,,"Stare bună","Splaiul Independenței.",
956,"CJ-II-m-B-07465","CJ","II","m","B",7465,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.769188,23.593038,346,"Str. Tomis 1",,400134,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XV - XIX",,,,"Stare bună","Hermann Oberth 1.",
957,"CJ-II-m-B-07466","CJ","II","m","B",7466,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.771245,23.587987,347,"Str. Toplița 1-3",,400419,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1820,,,,"Stare bună","Strada Sextil Pușcariu 1-3. A nu se confunda cu Aleea Toplița!",
958,"CJ-II-m-B-07467","CJ","II","m","B",7467,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.77132,23.588259,347,"Str. Toplița 5",,400419,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1796,,,,"Stare medie","În curs de restaurare.",
959,"CJ-II-m-B-07468","CJ","II","m","B",7468,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.771429,23.588736,347,"Str. Toplița 10",,400419,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII",,,,"Stare foarte bună","Posibil alterat puternic sau înlocuit.",
961,"CJ-II-m-B-07470","CJ","II","m","B",7470,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Primăria veche",46.769041,23.591254,349,"Piața Unirii 1",,400133,,,"Patrimoniu administrativ","Clădire administrativă (primărie, prefectură, guvern, minister ș.a.)",,"1843 -1846",,,,"Stare bună",,
962,"CJ-II-m-B-07471","CJ","II","m","B",7471,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.768955,23.591016,349,"Piața Unirii 2",,400133,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVI-XVIII",,,,"Stare medie","În curs de restaurare.",
963,"CJ-II-m-B-07472","CJ","II","m","B",7472,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.768909,23.590909,349,"Piața Unirii 3",,400133,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII",,,,"Stare medie",,
964,"CJ-II-m-B-07473","CJ","II","m","B",7473,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.768882,23.590795,349,"Piața Unirii 4",,400133,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVI",,,,"Stare medie",,
965,"CJ-II-m-B-07474","CJ","II","m","B",7474,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.768869,23.590685,349,"Piața Unirii 5",,400133,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVI",,,,"Stare medie",,
966,"CJ-II-m-B-07475","CJ","II","m","B",7475,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.768823,23.590566,349,"Piața Unirii 6",,400133,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVI - XIX",,,,"Stare medie",,
967,"CJ-II-m-B-07476","CJ","II","m","B",7476,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Banca Națională",46.768803,23.590379,350,"Piața Unirii 7",,400133,,,"Patrimoniu reprezentativ","Clădire financiar-comerț",,"sec. XX",,,,"Stare medie",,
968,"CJ-II-m-B-07477","CJ","II","m","B",7477,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Palatul Sebestyen",46.768711,23.590135,350,"Piața Unirii 8 și str. Universității 1-3",,400015,,,"Patrimoniu reprezentativ","Clădire cu funcțiuni mixte (se precizează care funcțiuni și în ce proporție)",,"1912-1913",,,,"Stare medie",,
969,"CJ-II-m-B-07478","CJ","II","m","B",7478,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Palatul Bornemisza, fost și sediu al Societății teatrale maghiare din Ardeal",46.768801,23.589375,350,"Piața Unirii 9 și str. Napoca 2-4",,400015,,,"Patrimoniu reprezentativ","Clădire cu alte funcțiuni",,"sec. XVIII-XIX",,,,"Stare bună","Dublă înregistrare -v. CJ-II-m-B-07437",
970,"CJ-II-m-B-07479","CJ","II","m","B",7479,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casa Teleki",46.768937,23.589157,349,"Piața Unirii 10",,400015,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1827,,,,"Stare bună",,
971,"CJ-II-m-B-07480","CJ","II","m","B",7480,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casa în care a locuit Bőlőni Farcas Sándor",46.769114,23.589049,348,"Piața Unirii 11",,400015,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII",,,,"Stare medie",,
972,"CJ-II-m-B-07481","CJ","II","m","B",7481,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.769198,23.588999,348,"Piața Unirii 12",,400015,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVI - XIX",,,,"Stare medie",,
973,"CJ-II-m-B-07482","CJ","II","m","B",7482,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.769347,23.588897,348,"Piața Unirii 13",,400113,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVI - XIX",,,,"Stare medie",,
974,"CJ-II-m-B-07483","CJ","II","m","B",7483,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.76946,23.588758,347,"Piața Unirii 14",,400015,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XV - XIX",,,,"Stare medie",,
975,"CJ-II-m-B-07484","CJ","II","m","B",7484,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casa parohială a bisericii romano-catolice",46.769595,23.588687,347,"Piața Unirii 15",,400113,,,"Patrimoniu religios","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XV-XVIII",,,,"Stare bună",,
976,"CJ-II-m-B-07485","CJ","II","m","B",7485,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.769786,23.588503,347,"Piața Unirii 16",,400015,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XIX",,,,"Stare bună",,
977,"CJ-II-m-B-07486","CJ","II","m","B",7486,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.770388,23.588349,346,"Piața Unirii 18",,400113,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVI",,,,"Stare medie","Dublă înregistrare -v. CJ-II-m-B-07390",
978,"CJ-II-m-B-07487","CJ","II","m","B",7487,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.770436,23.588467,346,"Piața Unirii 19",,400113,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII",,,,"Stare medie",,
979,"CJ-II-m-B-07488","CJ","II","m","B",7488,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.770504,23.588598,346,"Piața Unirii 20",,400113,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XIX",,,,"Stare medie",,
980,"CJ-II-m-B-07489","CJ","II","m","B",7489,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.770588,23.588693,346,"Piața Unirii 21",,400113,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVI - XX",,,,"Stare bună",,
981,"CJ-II-m-B-07490","CJ","II","m","B",7490,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.770669,23.588782,346,"Piața Unirii 22",,400113,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII",,,,"Stare medie",,
982,"CJ-II-m-B-07491","CJ","II","m","B",7491,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Imobil administrativ",46.770755,23.589006,347,"Piața Unirii 23",,400113,,,"Patrimoniu administrativ","Clădire administrativă (primărie, prefectură, guvern, minister ș.a.)",,1883,,,,"Stare medie",,
983,"CJ-II-m-B-07492","CJ","II","m","B",7492,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Imobil administrativ",46.770852,23.589211,347,"Piața Unirii 24",,400113,,,"Patrimoniu administrativ","Clădire administrativă (primărie, prefectură, guvern, minister ș.a.)",,1883,,,,"Stare bună",,
985,"CJ-II-m-B-07493","CJ","II","m","B",7493,127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă",46.77094,23.589525,347,"Piața Unirii 26",,400113,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII-XIX",,,,"Stare medie",,
